date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:02:59	161476/161476	---M--	200	added ('OK')	image/jpeg	etag:%22276c4-58f79790-0;;;%22	https://shopaclienminh24h.com/public/img/splash/Trundle_2.jpg	C:/Users/canhp/Desktop/TheGioiGame/Game/shopaclienminh24h.com/public/img/splash/Trundle_2.jpg	(from https://shopaclienminh24h.com/)
20:03:00	118915/118915	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2013:02:58%20GMT	https://shopaclienminh24h.com/tai-khoan-4796.html	C:/Users/canhp/Desktop/TheGioiGame/Game/shopaclienminh24h.com/tai-khoan-4796.html	(from https://shopaclienminh24h.com/)
20:03:00	195464/195464	---M--	200	added ('OK')	image/jpeg	etag:%222fb88-58f79790-0;;;%22	https://shopaclienminh24h.com/public/img/splash/Garen_8.jpg	C:/Users/canhp/Desktop/TheGioiGame/Game/shopaclienminh24h.com/public/img/splash/Garen_8.jpg	(from https://shopaclienminh24h.com/)
20:03:00	9828/9828	---M--	200	added ('OK')	image/png	etag:%222664-5b3eb11c-0;;;%22	https://shopaclienminh24h.com/public/img/rank/master.png	C:/Users/canhp/Desktop/TheGioiGame/Game/shopaclienminh24h.com/public/img/rank/master.png	(from https://shopaclienminh24h.com/)
20:03:01	117580/117580	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2013:02:59%20GMT	https://shopaclienminh24h.com/tai-khoan-4795.html	C:/Users/canhp/Desktop/TheGioiGame/Game/shopaclienminh24h.com/tai-khoan-4795.html	(from https://shopaclienminh24h.com/)
20:03:01	213276/213276	---M--	200	added ('OK')	image/jpeg	etag:%223411c-58f79790-0;;;%22	https://shopaclienminh24h.com/public/img/splash/LeeSin_7.jpg	C:/Users/canhp/Desktop/TheGioiGame/Game/shopaclienminh24h.com/public/img/splash/LeeSin_7.jpg	(from https://shopaclienminh24h.com/)
20:03:01	116808/116808	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2013:03:00%20GMT	https://shopaclienminh24h.com/tai-khoan-4794.html	C:/Users/canhp/Desktop/TheGioiGame/Game/shopaclienminh24h.com/tai-khoan-4794.html	(from https://shopaclienminh24h.com/)
20:03:01	125986/125986	---M--	200	added ('OK')	image/jpeg	etag:%221ec22-58f79790-0;;;%22	https://shopaclienminh24h.com/public/img/splash/Evelynn_3.jpg	C:/Users/canhp/Desktop/TheGioiGame/Game/shopaclienminh24h.com/public/img/splash/Evelynn_3.jpg	(from https://shopaclienminh24h.com/)
20:03:02	124599/124599	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2013:03:00%20GMT	https://shopaclienminh24h.com/tai-khoan-4792.html	C:/Users/canhp/Desktop/TheGioiGame/Game/shopaclienminh24h.com/tai-khoan-4792.html	(from https://shopaclienminh24h.com/)
20:03:02	126213/126213	---M--	200	added ('OK')	image/jpeg	etag:%221ed05-58f79790-0;;;%22	https://shopaclienminh24h.com/public/img/splash/Hecarim_2.jpg	C:/Users/canhp/Desktop/TheGioiGame/Game/shopaclienminh24h.com/public/img/splash/Hecarim_2.jpg	(from https://shopaclienminh24h.com/)
